Index	IMAGE_KEY	CAPTION	COUNT_RATINGS	COUNT_GOOD_RATINGS
1465	01b42d0065316acb	a bottle of water on the beach	10	8
1466	01b42d0065316acb	a bottle of water on the beach	10	7
1467	01b42d0065316acb	water bottle on the beach	5	3
1468	01b42d0065316acb	message in a bottle washed ashore	9	3
1469	01b42d0065316acb	plastic water bottle with water .	8	5
1470	01b448efda59e032	digital art selected for the #	9	6
1471	01b448efda59e032	a general view of atmosphere at the after party for the premiere	5	3
1472	01b448efda59e032	christmas decorations on the streets	7	5
1473	01b448efda59e032	a general view of atmosphere .	10	4
1474	01b448efda59e032	image may contain : person , on stage and playing a musical instrument	8	5
1475	01b5ac7b55c80b13	a plate of cake on a table	9	5
1476	01b5ac7b55c80b13	pancakes with berries and blueberries on a wooden table	8	7
1477	01b5ac7b55c80b13	the most important meal of the day	10	7
1478	01b5ac7b55c80b13	cakes for sale at a local restaurant	9	7
1479	01b5ac7b55c80b13	desserts for a wedding	8	5
1480	01b704df48b22bdc	digital art selected for the #	7	3
1481	01b704df48b22bdc	the neon sign outside restaurant business	10	6
1482	01b704df48b22bdc	neon sign for a city	9	5
1483	01b704df48b22bdc	sign against a blue sky	9	6
1484	01b704df48b22bdc	an artist 's impression of the sign .	9	4
1485	01b7ad7c64a70ea5	view of the lake from the pier	8	7
1486	01b7ad7c64a70ea5	view of the lake from the pier	9	8
1487	01b7ad7c64a70ea5	a city in the evening	9	5
1488	01b7ad7c64a70ea5	bird on a fence by the sea	9	5
1489	01b7ad7c64a70ea5	the view from the deck	10	5
1490	01b7b8c2e9cb4e76	silhouette of a tree on the sunset	7	5
1491	01b7b8c2e9cb4e76	sunset admire the beauty of creations	9	7
1492	01b7b8c2e9cb4e76	sunset - admire the beauty of creations	8	7
1493	01b7b8c2e9cb4e76	picture of a pine tree at sunset	6	5
1494	01b7b8c2e9cb4e76	sunset view from the top	8	5
1495	01bb83abe47a15cd	view of the castle from the lake	7	5
1496	01bb83abe47a15cd	lake on a cloudy day	10	8
1497	01bb83abe47a15cd	a city from the water	8	5
1498	01bb83abe47a15cd	a little town on the lake	8	8
1499	01bb83abe47a15cd	the town of a city	8	0
1500	01c126595525c8c4	a view of the meeting room	7	4
1501	01c126595525c8c4	a view of the meeting	9	9
1502	01c126595525c8c4	the meeting was held .	9	8
1503	01c126595525c8c4	the room for the meeting	7	6
1504	01c126595525c8c4	guests take part in the event .	8	7
1505	01c2030fc98c4775	a view of the city	9	6
1506	01c2030fc98c4775	the view from our room	10	6
1507	01c2030fc98c4775	aerial view of the city	7	5
1508	01c2030fc98c4775	a city from the sky	10	6
1509	01c2030fc98c4775	the view from our room .	8	7
1510	01c3d5fb73188c99	a view of the train station	8	7
1511	01c3d5fb73188c99	a view of the bridge	9	6
1512	01c3d5fb73188c99	a view of the intersection .	8	6
1513	01c3d5fb73188c99	the view from the parking lot .	8	5
1514	01c3d5fb73188c99	main street of the city	8	6
1515	01c4b09b4261f8d0	a stream in the forest	8	8
1516	01c4b09b4261f8d0	a small waterfall in the forest	6	5
1517	01c4b09b4261f8d0	small creek in the forest	7	5
1518	01c4b09b4261f8d0	mountain stream in the forest	8	6
1519	01c4b09b4261f8d0	a small stream in the jungle .	10	9
1520	01c66cf2d592f745	the light in the forest at night	8	5
1521	01c66cf2d592f745	video game series in the forest at night	8	2
1522	01c66cf2d592f745	trees and plants in the dark	8	7
1523	01c66cf2d592f745	snow covered branches of a tree at night	9	6
1524	01c66cf2d592f745	christmas tree in the dark	7	4
1525	01c745e328254ad8	storm clouds over the house	10	10
1526	01c745e328254ad8	storm clouds over a farm	7	4
1527	01c745e328254ad8	dark clouds over a city	9	7
1528	01c745e328254ad8	dark clouds move across the sky .	9	8
1529	01c745e328254ad8	dark clouds in the sky	8	8
1530	01c85f8c9ae67a6b	digital art selected for the #	5	3
1531	01c85f8c9ae67a6b	digital art selected for the #	7	6
1532	01c85f8c9ae67a6b	a selection of the book	10	4
1533	01c85f8c9ae67a6b	a map of the world	9	1
1534	01c85f8c9ae67a6b	this is a fun idea .	8	1
1535	01cb1842b5a6c0e1	a view of the street in the city	9	6
1536	01cb1842b5a6c0e1	a city in the past history	10	8
1537	01cb1842b5a6c0e1	a city in the ####s	8	5
1538	01cb1842b5a6c0e1	a street in the ####s	7	2
1539	01cb1842b5a6c0e1	black and white photograph of a street	9	7
1540	01cd796157fa62b8	the start of the road	8	4
1541	01cd796157fa62b8	the view from the bridge	7	4
1542	01cd796157fa62b8	a view of the main street .	6	5
1543	01cd796157fa62b8	the intersection in front of person	9	5
1544	01cd796157fa62b8	an image of the bus .	7	2
1545	01d64a01d9096ea5	view of the pool at sunset	10	7
1546	01d64a01d9096ea5	sunset from the pool deck	10	7
1547	01d64a01d9096ea5	sunset from the pool area	9	7
1548	01d64a01d9096ea5	sunset view from the balcony	8	5
1549	01d64a01d9096ea5	sunset from the roof terrace	8	5
1550	01d6fe8e1bae5046	a general view during the match	7	5
1551	01d6fe8e1bae5046	a general view of the stadium during the match	8	7
1552	01d6fe8e1bae5046	a general view during the match .	9	7
1553	01d6fe8e1bae5046	football team vs football team .	8	4
1554	01d6fe8e1bae5046	general view of the stadium	7	5
1555	01d7272a1262064c	a waterfall in the forest	6	6
1556	01d7272a1262064c	geographical feature category in the autumn forest wallpaper nature wallpapers #	6	3
1557	01d7272a1262064c	autumn colours in the mountain river	7	4
1558	01d7272a1262064c	water flowing over the rocks	6	4
1559	01d7272a1262064c	geographical feature category in the autumn	10	8
1560	01d7fc1a560a6333	the demolition of the building	9	4
1561	01d7fc1a560a6333	crews work to clear debris from the site	7	5
1562	01d7fc1a560a6333	crews respond to a fire .	10	5
1563	01d7fc1a560a6333	crews work to remove a large pile of debris .	8	6
1564	01d7fc1a560a6333	a city in the night	9	6
1565	01d86d18e5616784	a view of the living room	7	6
1566	01d86d18e5616784	a city for sale property	6	2
1567	01d86d18e5616784	a city for sale property .	9	4
1568	01d86d18e5616784	a city for sale property .	9	6
1569	01d86d18e5616784	the lobby of the hotel	8	6
1570	01d8e3bd4f5a6b43	view of the sun through the trees	8	0
1571	01d8e3bd4f5a6b43	the path to the beach	8	4
1572	01d8e3bd4f5a6b43	corn growing in a field	7	7
1573	01d8e3bd4f5a6b43	corn field by the house	9	5
1574	01d8e3bd4f5a6b43	corn field in the late afternoon sun	10	8
1575	01d91f07c4290e52	the grass in the field	9	6
1576	01d91f07c4290e52	biological species in a field	8	4
1577	01d91f07c4290e52	a city in the spring	8	2
1578	01d91f07c4290e52	a meadow on the way	6	3
1579	01d91f07c4290e52	biological species in the grass	8	4
1580	01da0cbb8ef221ae	the statue of person in the autumn	8	3
1581	01da0cbb8ef221ae	statue of person at the entrance	9	5
1582	01da0cbb8ef221ae	a city in the fall	9	9
1583	01da0cbb8ef221ae	for the love of autumn	9	7
1584	01da0cbb8ef221ae	the entrance to the church .	9	4
1585	01dada991de9a2d2	soldiers walking in the field	10	7
1586	01dada991de9a2d2	soldiers participate in a joint exercise	8	7
1587	01dada991de9a2d2	a group of soldiers walk along the beach .	6	3
1588	01dada991de9a2d2	a soldier walks through the snow .	7	3
1589	01dada991de9a2d2	a walk in the snow	7	2
1590	01dbd797af5df110	firefighters work to put out a fire at a home	9	4
1591	01dbd797af5df110	firefighters work to put out a fire	9	4
1592	01dbd797af5df110	fireworks light up the night sky .	7	5
1593	01dbd797af5df110	fireworks light up the night sky	9	7
1594	01dbd797af5df110	fireworks explode over a city .	8	3
1595	01de415fcaaa69fb	a view of the city at night	10	6
1596	01de415fcaaa69fb	storm clouds over the city	9	5
1597	01de415fcaaa69fb	storm clouds over the city	9	6
1598	01de415fcaaa69fb	storm clouds over the city	8	6
1599	01de415fcaaa69fb	cloud formations in the sky	9	9
1600	01df572a463f595e	a view of the building	8	7
1601	01df572a463f595e	an artist 's impression of the new stadium	7	5
1602	01df572a463f595e	exterior view of the building	8	8
1603	01df572a463f595e	the building in the city .	10	7
1604	01df572a463f595e	the parking lot in front	8	7
1605	01e0b30fdcb3ad0e	a view of the city in the clouds	8	6
1606	01e0b30fdcb3ad0e	a view of the city	10	9
1607	01e0b30fdcb3ad0e	a city in the clouds	9	7
1608	01e0b30fdcb3ad0e	a storm over filming location .	8	5
1609	01e0b30fdcb3ad0e	a city in the clouds	7	4
1610	01e0d915fd9e0fcc	view of the house from the garden	8	6
1611	01e0d915fd9e0fcc	the house is on the market for $ 1 million	9	3
1612	01e0d915fd9e0fcc	property image # house m from the center with internet , air conditioning , parking	8	5
1613	01e0d915fd9e0fcc	property image # villa with swimming pool in the middle of olive trees and lavender	7	2
1614	01e0d915fd9e0fcc	the most beautiful house in the world	6	5
1615	01e1e7c60a5c8f2d	view of the interior of the airplane	10	4
1616	01e1e7c60a5c8f2d	a group of men and women sit on the stairs of a building	8	4
1617	01e1e7c60a5c8f2d	men working on the roof	10	4
1618	01e1e7c60a5c8f2d	crew working inside the building	9	4
1619	01e1e7c60a5c8f2d	view of the production line .	8	6
1620	01e4b0636d17cae3	digital art selected for the #	9	4
1621	01e4b0636d17cae3	digital art selected for the #	8	4
1622	01e4b0636d17cae3	a label for my new label .	8	3
1623	01e4b0636d17cae3	i made this label for my birthday .	9	4
1624	01e4b0636d17cae3	digital art selected for the #	8	4
1625	01e5dd2632a33bfb	workers on the roof of a steam train	6	2
1626	01e5dd2632a33bfb	workers on the roof of a building under construction	8	5
1627	01e5dd2632a33bfb	a man stands on the roof of a building .	7	3
1628	01e5dd2632a33bfb	the crew of the steam locomotive	9	6
1629	01e5dd2632a33bfb	tourists on top of the wall	9	6
1630	01e6ec8f3125adaa	digital art selected for the #	8	7
1631	01e6ec8f3125adaa	the art of painting artist	9	7
1632	01e6ec8f3125adaa	the art of painting artist	7	5
1633	01e6ec8f3125adaa	painting artist in the art room	8	5
1634	01e6ec8f3125adaa	the art of person by person	8	4
1635	01e7885c030a17c0	people decorate a christmas tree at the market	7	2
1636	01e7885c030a17c0	people gather around a christmas tree at the market	7	6
1637	01e7885c030a17c0	a man is carried away from flowers .	6	1
1638	01e7885c030a17c0	people lay flowers and candles	9	8
1639	01e7885c030a17c0	a man sells flowers outside the temple .	8	3
1640	01e8f23c25a81455	a view of the stage at the event	10	7
1641	01e8f23c25a81455	the stage is set for awards	9	4
1642	01e8f23c25a81455	a view of the stage .	10	5
1643	01e8f23c25a81455	the lights at the show	9	5
1644	01e8f23c25a81455	the neon sign at night .	8	7
1645	01ea8ee1eaf3717e	a police officer with a car	8	7
1646	01ea8ee1eaf3717e	a police officer directs traffic on a busy road	9	6
1647	01ea8ee1eaf3717e	a police officer stands guard .	9	7
1648	01ea8ee1eaf3717e	a police officer directs traffic .	9	7
1649	01ea8ee1eaf3717e	a police officer stands in front of a car .	8	6
1650	01ef3b229ed4a30b	a view of the garden	9	5
1651	01ef3b229ed4a30b	another view of the garden	10	7
1652	01ef3b229ed4a30b	a view of the park	8	6
1653	01ef3b229ed4a30b	a walkway in the park .	8	6
1654	01ef3b229ed4a30b	a walk in the park	9	6
1655	01f2fce1e7db4a82	digital art selected for the #	8	5
1656	01f2fce1e7db4a82	flowers in a vase by painting artist	10	6
1657	01f2fce1e7db4a82	flowers of the early ##th century	8	6
1658	01f2fce1e7db4a82	botanical drawing of biological genus	9	8
1659	01f2fce1e7db4a82	a drawing of biological species .	10	7
1660	01f4cf2cb309f19e	a view of the building	8	8
1661	01f4cf2cb309f19e	looking up at the building	10	5
1662	01f4cf2cb309f19e	view from the east - full - height view	7	5
1663	01f4cf2cb309f19e	looking up at the roof .	6	5
1664	01f4cf2cb309f19e	looking up at the observation deck .	7	3
1665	01f4d792482e88d5	a laptop on a table	8	7
1666	01f4d792482e88d5	a laptop on a desk	8	8
1667	01f4d792482e88d5	a laptop on a table	9	7
1668	01f4d792482e88d5	how to choose the right laptop for you	8	6
1669	01f4d792482e88d5	how to build a laptop computer	7	4
1670	01fc11b066bba32b	image may contain person playing a musical instrument on stage guitar and indoor	6	3
1671	01fc11b066bba32b	image may contain person playing a musical instrument on stage sitting guitar and indoor	10	7
1672	01fc11b066bba32b	a group of people sitting around a table .	9	4
1673	01fc11b066bba32b	musicians in the recording studio	10	4
1674	01fc11b066bba32b	image may contain : person , on stage , playing a musical instrument and night	7	2
1675	0200ecafb7127299	image may contain person on stage playing a musical instrument and night	5	1
1676	0200ecafb7127299	image may contain person on stage and playing a musical instrument	8	5
1677	0200ecafb7127299	tv programme creator of the ####s	8	4
1678	0200ecafb7127299	a scene from the movie	10	7
1679	0200ecafb7127299	comic book character as comic book character	6	2
1680	0204b84093b0aa70	a soldier in the grass	6	4
1681	0204b84093b0aa70	a soldier provides security during a training exercise	8	5
1682	0204b84093b0aa70	soldiers provide security during a training exercise .	7	6
1683	0204b84093b0aa70	a soldier provides security during a training exercise .	9	8
1684	0204b84093b0aa70	a soldier provides security during a training exercise .	6	6
1685	0206e5e4c67678d9	a view of the street in the city	7	6
1686	0206e5e4c67678d9	a street scene in the capital	5	4
1687	0206e5e4c67678d9	traffic on the main road	7	5
1688	0206e5e4c67678d9	a view of the main street	9	6
1689	0206e5e4c67678d9	a street in the city	9	5
1690	020a1843958122f3	a view of the temple	6	5
1691	020a1843958122f3	a city in the past history	5	2
1692	020a1843958122f3	the church in the village	7	5
1693	020a1843958122f3	the chapel designed by architect	9	6
1694	020a1843958122f3	one of the many churches	9	7
1695	020ac2ce7756c852	a view of the tower at night	9	9
1696	020ac2ce7756c852	the tallest building in the world	6	5
1697	020ac2ce7756c852	a night view from the tower .	7	5
1698	020ac2ce7756c852	an aerial shot at night time .	8	6
1699	020ac2ce7756c852	view of the skyline at night	8	6
1700	020d1743b7c7202b	view from the top of the canyon	9	6
1701	020d1743b7c7202b	the view from the trail	10	5
1702	020d1743b7c7202b	tourist attraction in the morning	9	8
1703	020d1743b7c7202b	looking out over tourist attraction	8	7
1704	020d1743b7c7202b	mountain range on a sunny day	9	7
1705	020ea96ad83c1835	view from the roof of the city	10	7
1706	020ea96ad83c1835	the view from the roof	9	8
1707	020ea96ad83c1835	the view from the ##th floor .	7	7
1708	020ea96ad83c1835	the view from my apartment .	10	6
1709	020ea96ad83c1835	the view from the roof	9	8
1710	021051c5885070ad	digital art selected for the #	7	5
1711	021051c5885070ad	a mural on the side of a building	9	5
1712	021051c5885070ad	street art in the neighborhood	9	7
1713	021051c5885070ad	street art in the streets	9	6
1714	021051c5885070ad	the art of painting artist	7	3
1715	02144504565f1d50	group of people sitting on the grass at night	10	10
1716	02144504565f1d50	group of people sitting around a campfire at night	8	7
1717	02144504565f1d50	view from the top of the hill	10	5
1718	02144504565f1d50	the view from the tent	8	7
1719	02144504565f1d50	people sitting around a campfire	8	8
1720	0216d2590a91e44e	a woman working on a laptop at a desk	7	2
1721	0216d2590a91e44e	woman sitting at a desk with a laptop	8	2
1722	0216d2590a91e44e	person working on a computer	7	7
1723	0216d2590a91e44e	image of a man sitting at a laptop	9	7
1724	0216d2590a91e44e	businessman working on a vector art illustration	7	3
1725	02192b86666c9803	baseball player hits a home run during the first inning of a baseball game against sports team	6	4
1726	02192b86666c9803	baseball player reacts after striking out during the eighth inning of a baseball game against sports team	8	5
1727	02192b86666c9803	baseball player hits a solo home run during the fifth inning of a baseball game against sports team	8	6
1728	02192b86666c9803	baseball player watches his - run home run during the fifth inning of a baseball game against sports team	6	5
1729	02192b86666c9803	baseball player reacts after striking out during the fifth inning of a baseball game against sports team .	7	7
1730	021a5ac6680562c1	a mural on the side of a building	7	4
1731	021a5ac6680562c1	street art on the side of a building	8	4
